Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Weight,Colors
thailand,others,doi tung development project,3,specialty coffee association,others,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0,0,0,others,0,others,others,others,1,bluish-green
laos,"paksong,laos","paksong,laos",20,blossom valley international,2016,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0,green,0,1300,1300,1300,50,green
guatemala,orient,several,250,specialty coffee association of costa rica,2013,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,0,0,green,1,1200,1200,1200,1,green
mexico,motozintla,domingo muguira revuelta,15,amecafe,2012,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,0,0,green,7,1210,1210,1210,1,green
mexico,oaxaca,juan jose casas blanco,30,amecafe,2012,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0,green,3,1100,1100,1100,1,green
mexico,veracruz,moises guillermo carrera montes,100,amecafe,2012,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0,green,1,100,100,100,1,green
united states (hawaii),kona,others,7,specialty coffee association,2012,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1,2,0,bluish-green,0,others,others,others,100,bluish-green
colombia,huila,exportadora de café cóndor s.a,250,almacafé,2018,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01,0,0,others,1,1800,1800,1800,70,bluish-green
brazil,monte carmelo,diogo tudela neto,320,brazil specialty coffee association,2015,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,green,1,others,others,others,60,green
myanmar,ywar ngan,u soe,1,coffee quality institute,2015,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,0,0,green,2,3825,3825,3825,2,green
guatemala,huehuetenango,ottoniel villatoro lopez,275,asociacion nacional del café,2015,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,0,0,green,1,1658.112,1755.648,1706.88,69,green
nicaragua,jinotega,rolando lacayo,275,asociación de cafés especiales de nicaragua,2015,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,0,0,green,5,110000,110000,110000,69,green
honduras,"siguatepeque, comayagua",la gran manzana,275,instituto hondureño del café,2015,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,green,2,1450,1450,1450,1,green
panama,boquete,lamastus,100,blossom valley international,2014,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1,0,green,4,1680,1680,1680,60,green
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2015,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,green,2,1350,1350,1350,1,green
honduras,central region,reinerio zepeda,275,instituto hondureño del café,2015,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,0,0,green,1,1450,1450,1450,1,green
costa rica,san ramon,several,250,specialty coffee association,2014,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,0,0,green,0,1300,1300,1300,3,green
mexico,oaxaca,"jose rios lara, apolonia franco torres, jenaro gonzales mendoza",30,amecafe,2012,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,0,0,green,2,1200,1200,1200,1,green
haiti,haiti,coopaimar copperative agro industriel de marmelade,1,specialty coffee association,2012,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,0,0,green,0,1000,1000,1000,2,green
united states (hawaii),kona,others,3,specialty coffee association,2011,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13,0,0,bluish-green,6,others,others,others,2,bluish-green
taiwan,taiwan,唐權盛,160,blossom valley international,2016,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,0,0,green,1,others,others,others,1,green
indonesia,sumatra brastagi,surbakti,200,specialty coffee association,2015,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,0,0,bluish-green,1,1200,1500,1350,30,bluish-green
guatemala,antigua,finca medina,150,asociacion nacional del café,2015,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,green,0,1500,1500,1500,60,green
costa rica,tarrazu,martin gutierrez,240,specialty coffee association of costa rica,2015,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,0,0,bluish-green,4,185,185,185,1,bluish-green
malawi,southern- zomba,r.w.j. wallace ltd,100,africa fine coffee association,2014,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,0,0,bluish-green,1,990,1000,995,60,bluish-green
mexico,"el desmoronado, talpan de allende jalisco",balbino ramirez flores,20,amecafe,2014,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,0,0,green,4,1200,1200,1200,1,green
colombia,santander,others,250,almacafé,2014,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0,0,0,others,1,1550,1550,1550,70,bluish-green
guatemala,"san lucas toliman, solola","pachuj, s.a",250,asociacion nacional del café,2013,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,0,0,green,5,1550,1550,1550,69,green
guatemala,oriente,chiquimulja / alpha cafe / senfro,250,asociacion nacional del café,2012,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11,0,0,green,2,others,others,others,1,green
guatemala,oriente,chiquimulja / alpha cafe / senfro,250,asociacion nacional del café,2012,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11,0,0,green,3,others,others,others,1,green
colombia,others,others,149,almacafé,others,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18,0,0,others,2,others,others,others,70,bluish-green
brazil,monte carmelo,max kend takiuti e outros,94,brazil specialty coffee association,2016,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,0,0,green,7,others,others,others,60,green
nicaragua,nueva segovia,adonis jose ortez beltran,275,instituto hondureño del café,2016,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11,0,1,green,0,others,others,others,69,green
"tanzania, united republic of",arusha,burka coffee estates,10,africa fine coffee association,2014,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,0,bluish-green,1,1400,1400,1400,60,bluish-green
brazil,south of minas,ipanema agrícola sa,300,specialty coffee association,2014,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,0,0,green,3,1200,1200,1200,2,green
honduras,occidental,bsr,275,instituto hondureño del café,2014,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,0,green,5,1400,1400,1400,69,green
guatemala,huehuetenango,byron alonzo solis,275,asociacion nacional del café,2014,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,0,0,green,5,1383.792,1383.792,1383.792,69,green
united states (hawaii),others,others,10,specialty coffee association,others,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,0,0,others,0,others,others,others,100,bluish-green
colombia,others,others,149,almacafé,others,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0,0,0,others,2,others,others,others,70,bluish-green
taiwan,taiwan,王秋金,20,blossom valley international,2017,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,0,0,bluish-green,0,50,50,50,5,bluish-green
guatemala,santa rosa,edwin muñoz,275,asociacion nacional del café,2017,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,0,green,4,1500,1500,1500,69,green
honduras,ocotepeque,jorge alfredo pinto,15,instituto hondureño del café,2017,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,0,green,5,1650,1650,1650,69,green
mauritius,chamarel (south west),case noyale ltd,1,kenya coffee traders association,2016,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,0,0,green,0,280,280,280,2,green
brazil,vale da grama,lindolpho de carvalho dias,300,brazil specialty coffee association,2015,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,green,3,1250,1250,1250,60,green
myanmar,pyin oo lwin,shwe yin mar,1,coffee quality institute,2015,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,0,green,2,3800,3800,3800,2,green
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,0,green,3,1219.2,1219.2,1219.2,69,green
brazil,mantiqueira de minas,maria rogeria costa pereira,300,specialty coffee association,2013,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,0,0,others,10,1250,1250,1250,60,bluish-green
united states (hawaii),kona,others,10,specialty coffee association,2013,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,1,0,green,0,others,others,others,100,green
guatemala,huehuetenango,idmar de jesus velasquez calderon,250,asociacion nacional del café,2013,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,0,green,1,1859.28,1859.28,1859.28,1,green
mexico,zaragoza itundujia,heras hernandez gaudencio,18,amecafe,2012,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,0,0,others,1,1450,1450,1450,1,bluish-green
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2016,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,green,0,1450,1450,1450,69,green
taiwan,南投國姓,曾林春英,10,blossom valley international,2014,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,0,0,green,0,600,600,600,60,green
el salvador,"department of ahuachapan, municipality of apanecallamatepec mountain","luis, rafael and carmen silva hoff",2,specialty coffee association,2013,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,0,0,green,1,1450,1450,1450,2,green
china,yunnan,alicia's farm,1,specialty coffee association,2013,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,0,0,green,14,1700,1700,1700,2,green
taiwan,nantou,huang san lang 黃三郎        ,10,"blossom valley international
",2013,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11,0,0,green,0,600,600,600,30,green
mexico,pochutla,carlos alberto gomez,250,amecafe,2012,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,0,green,4,1050,1050,1050,1,green
mexico,la concordia,armando luis pohlenz martinez,250,amecafe,2012,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,0,green,16,1550,1550,1550,1,green
burundi,mumirwa,sogestal mumirwa,300,kenya coffee traders association,2016,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,green,0,1700,1700,1700,60,green
"tanzania, united republic of",mkuu rombo,delfina leon shine,10,africa fine coffee association,2015,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,green,5,1700,1700,1700,60,green
"tanzania, united republic of",arusha,kongoni estate,1,africa fine coffee association,2014,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,bluish-green,5,others,others,others,60,bluish-green
taiwan,taichung xinshe 台中市新社區,wu yi ting 吳伊婷,10,blossom valley international,2013,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,green,0,600,600,600,30,green
guatemala,oriente,agripec de la vega y cia.,250,asociacion nacional del café,2013,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,0,green,4,1310.64,1310.64,1310.64,69,green
mexico,chilón,armando gutierrez guzman,10,amecafe,2012,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,green,21,940,940,940,1,green
united states (hawaii),kona,others,10,specialty coffee association,2012,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,0,green,7,others,others,others,100,green
ethiopia,kelem welega,exporter name | muluneh kaka | phone: 0114390290,360,ethiopia commodity exchange,2010,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,0,0,others,1,others,others,others,6,bluish-green
brazil,cerrado - monte carmelo - minas gerais,luiz augusto pereira moguilod,440,brazil specialty coffee association,2017,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,green,1,995,995,995,59,green
honduras,comayagua,yamilet lope,275,instituto hondureño del café,2016,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,green,4,1400,1400,1400,69,green
mexico,sierra madre occidental,balbino ramirez flores,60,centro agroecológico del café a.c.,2016,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,green,2,1600,1600,1600,69,green
myanmar,"yauk sauk, shan state","waylead co, ltd",2,specialty coffee association,2015,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,green,26,914.4,914.4,914.4,2,green
myanmar,ywar ngan,u htun htun,1,coffee quality institute,2014,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,0,green,1,4287,4287,4287,2,green
nicaragua,matagalpa,gloria antonieta escobar urrutia,275,asociación de cafés especiales de nicaragua,2015,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,0,green,2,900,900,900,69,green
united states (hawaii),kona,others,2,specialty coffee association,2014,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,green,13,others,others,others,100,green
colombia,others,others,1,specialty coffee association,2012,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,green,0,others,others,others,2,green
taiwan,chiayi fanlu嘉義縣番路鄉,weng hui ling 翁惠鈴,5,blossom valley international,2013,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,green,0,700,700,700,30,green
guatemala,oriente,unex,250,specialty coffee association,2012,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,green,12,1400,1400,1400,1,green
mexico,"calnali, hidalgo","hernandez pacheco, timoteo",10,amecafe,2012,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,0,others,8,808,808,808,1,bluish-green
vietnam,dala,"yeh, li chuan",1,specialty coffee association,2017,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,others,2,1550,1550,1550,2,bluish-green
nicaragua,jinotega,sheldom la rue,275,asociación de cafés especiales de nicaragua,2015,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,others,2,1100,1275,1187.5,2,bluish-green
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2015,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,green,0,1400,1400,1400,1,green
guatemala,oriente,roberto monterroso,250,asociacion nacional del café,2013,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,green,2,1310.64,1310.64,1310.64,69,green
mexico,coatepec,pablo enrique martinez gama,20,amecafe,2012,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,0,green,2,1250,1250,1250,1,green
mexico,zaragoza itundujia,cirilo jose jose,15,amecafe,2012,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,green,2,1550,1550,1550,1,green
mexico,veracruz,marco virgilio ramirez teliz,15,amecafe,2012,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,0,green,12,1000,1000,1000,1,green
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,0,green,5,1310.64,1310.64,1310.64,1,green
united states (hawaii),kona,others,22,specialty coffee association,others,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0,others,1,others,others,others,100,bluish-green
brazil,mantiqueira de minas,others,440,brazil specialty coffee association,2017,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,0,green,5,1100,1100,1100,60,green
taiwan,苗栗泰安,簡義榮,10,blossom valley international,2014,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,green,0,850,850,850,60,green
nicaragua,others,others,1,specialty coffee association,2013,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,0,green,4,others,others,others,5,green
taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,du zheng ru 杜政儒,10,blossom valley international,2013,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,0,0,green,0,200,200,200,30,green
taiwan,changhua baguashan 彰化市八卦山,zheng zhao ming 鄭昭明,10,blossom valley international,2013,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,0,0,green,0,150,150,150,30,green
taiwan,changhua baguashan 彰化市八卦山,wu kun shan 吳焜山,10,blossom valley international,2013,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,0,0,green,0,250,250,250,30,green
mexico,zaragoza itundujia,alberta teodoro analco,13,amecafe,2012,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,others,0,1300,1300,1300,1,bluish-green
mexico,escuitla,federico pacheco perez,10,amecafe,2012,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,0,green,17,1300,1300,1300,1,green
nicaragua,jinotega,ronaldo lacayo cardenal,275,instituto hondureño del café,2017,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,0,0,green,5,1250,1250,1250,69,green
myanmar,"doe kwin, pyin oo lwin",ngu shwe li coffee estate,1,coffee quality institute,2015,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,0,green,4,3845,3845,3845,2,green
mexico,"sierra fraylesca, chiapas",various small producers,280,specialty coffee association,2014,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,0,0,green,2,1300,1500,1400,2,green
taiwan,changhua baguashan 彰化市八卦山,zhang xian tong 張献銅,10,blossom valley international,2013,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11,0,0,green,0,250,250,250,30,green
thailand,thailand,doi tung development project,2,specialty coffee association,2012,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,0,0,green,0,800,800,800,1,green
mexico,coatepec,pablo enrique martinez gama,20,amecafe,2012,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,0,0,green,9,1250,1250,1250,1,green
mexico,san miguel del puerto,semiramis casas velazquez,256,amecafe,2012,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,0,0,green,12,1100,1100,1100,1,green
ethiopia,limu,contact name | ato teshome belamo,300,ethiopia commodity exchange,2010,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,0.05,0,0,others,2,others,others,others,6,bluish-green
colombia,huila,others,275,almacafé,2015,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,0,green,1,others,others,others,2,green
united states (hawaii),kona,others,12,specialty coffee association,2014,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,0.11,1,0,green,3,others,others,others,100,green
mexico,chiapas,varios productores,400,amecafe,2013,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12,0,0,green,4,1300,1300,1300,1,green
mexico,"motozintla, chiapas",martha palacios,10,amecafe,2012,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1,0,green,7,1100,1100,1100,1,green
mexico,veracruz,delmar moreno guillen,82,amecafe,2012,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,0,0,others,0,1100,1100,1100,1,bluish-green
mexico,jaltenango,maria elena teresa fernandez ceja,250,amecafe,2012,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,0,0,green,3,1100,1100,1100,1,green
mexico,coatepec,pablo enrique martinez gama,100,amecafe,2012,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12,0,0,green,6,1250,1250,1250,1,green
mexico,veracruz,maria del rosario irais valdivia ortiz,209,amecafe,2012,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11,0,0,green,0,1250,1250,1250,1,green
united states (hawaii),kona,others,40,specialty coffee association,others,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92,0.05,3,0,others,0,others,others,others,100,bluish-green
kenya,kiambu,yara / benvar,200,kenya coffee traders association,2017,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,0.11,0,1,others,5,1500,1500,1500,12000,bluish-green
guatemala,san marcos,jorge leal,50,asociacion nacional del café,2017,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1,0,0,green,2,1700,1700,1700,69,green
nicaragua,jinotega,asociación aldea global jinotega,75,asociación de cafés especiales de nicaragua,2014,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,0.11,0,0,green,0,1250,1250,1250,2,green
mexico,veracruz,ciro de la vequia cessa,250,amecafe,2012,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12,0,0,green,3,1300,1300,1300,1,green
united states (hawaii),kona,others,12,specialty coffee association,2012,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83,0.12,7,0,bluish-green,10,others,others,others,100,bluish-green
guatemala,oriente,"agricola el pilar, s.a.",25,asociacion nacional del café,2016,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,green,1,190164,190164,190164,69,green
taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",wei-chieh ( jack ) hua,28,specialty coffee association,2014,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0,0,0,others,0,800,1200,1000,50,bluish-green
taiwan,"baihe dist., tainan city 臺南市白河區",lin ren fu 林人富,50,specialty coffee association,2013,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,0.1,0,0,bluish-green,0,500,700,600,20,bluish-green
thailand,thailand,doi tung development project,1,specialty coffee association,2013,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12,0,0,green,0,800,800,800,1,green
peru,huanuco,others,320,specialty coffee association,2013,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75,0.12,1,0,green,2,others,others,others,5,green
costa rica,brunca,coopeagri,275,specialty coffee association,2013,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,0.1,0,0,bluish-green,4,1100,1100,1100,2,bluish-green
mexico,"la concordia, chiapas",union ramal santa cruz,310,amecafe,2013,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12,0,0,green,4,1400,1400,1400,1,green
mexico,chiapas,comonyaj noptic s de ss,275,amecafe,2013,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,0.13,0,0,green,4,1022,1022,1022,1,green
mexico,chiapas,varios productores,380,amecafe,2013,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12,0,0,green,5,1300,1300,1300,1,green
mexico,zaragoza itundujia,minerva zuñiga garcia,12,amecafe,2012,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,0.14,0,0,others,0,1450,1450,1450,1,bluish-green
mexico,pochutla,angel gonzales,250,amecafe,2012,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1,1,0,green,22,1050,1050,1050,1,green
guatemala,antigua,jorge bolanos,275,specialty coffee association,2012,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,0,0,0,green,4,others,others,others,69,green
mexico,tuxtla gutierrez,alfredo moises ceja,36,amecafe,2012,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12,0,0,others,7,1100,1100,1100,1,bluish-green
guatemala,oriente,jesus ramirez,25,asociacion nacional del café,2016,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,green,1,1219.2,1219.2,1219.2,69,green
el salvador,cacahuatique,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,275,salvadoran coffee council,2016,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0,0,0,bluish-green,12,1250,1250,1250,69,bluish-green
thailand,thailand,doi tung development project,1,specialty coffee association,2013,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12,0,0,bluish-green,0,800,800,800,1,bluish-green
guatemala,oriente,agripec de la vega y cia.,250,asociacion nacional del café,2013,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11,0,0,green,6,1310.64,1310.64,1310.64,69,green
mexico,"la concordia, chiapas",union ramal santa cruz,310,amecafe,2013,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12,0,0,green,6,1400,1400,1400,1,green
mexico,"tenango de doria, hidalgo","gomez granillo, veronico",10,amecafe,2012,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,0.13,5,0,others,6,975,975,975,1,bluish-green
mexico,"coatepec, coatepec",cecilia avila camberos,253,amecafe,2012,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0,0,0,others,9,1264,1264,1264,1,bluish-green
thailand,others,doi tung development project,5,specialty coffee association,others,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67,0,1,0,others,0,others,others,others,1,bluish-green
mexico,tepetzingo,rogelio jacome morales,50,amecafe,2012,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12,0,0,others,11,1250,1250,1250,1,bluish-green
mexico,la concordia,armando luis pohlenz martinez,250,amecafe,2012,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13,0,0,green,5,1550,1550,1550,1,green
colombia,huila,others,250,almacafé,2018,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58,0.1,0,0,others,4,1800,1800,1800,70,bluish-green
guatemala,"chuva, san marcos",federico weller,223,specialty coffee association,2009,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58,0.17,1,0,others,19,1066.8,1584.96,1325.88,69,bluish-green
nicaragua,jinotega,cooperativa de servicio múltiples el gorrión r.l,275,asociación de cafés especiales de nicaragua,2015,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,0.12,0,0,green,6,1050,1050,1050,69,green
taiwan,nantou,張素真,10,blossom valley international,2014,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5,0,0,0,others,1,700,700,700,2,bluish-green
colombia,cundinamarca,others,250,almacafé,2013,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5,0,0,0,green,2,1550,1550,1550,70,green
